Step 0: x = 0, y = 0, z = 0, vx = 0, vy = 0, vz = 0, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 634: x = 0, y = 0, z = -1772.72, vx = 0, vy = 0, vz = -186.586, phi = 0.180706, theta = 1.90952e+06, psi = 0, p = 0.01902, q = 200984, r = 0
Step 635: x = 0, y = 0, z = -1778.32, vx = 0, vy = 0, vz = -186.88, phi = 0.181277, theta = 1.91555e+06, psi = 0, p = 0.01905, q = 201301, r = 0
Step 636: x = 0, y = 0, z = -1783.93, vx = 0, vy = 0, vz = -187.175, phi = 0.181848, theta = 1.92159e+06, psi = 0, p = 0.01908, q = 201618, r = 0
Step 637: x = 0, y = 0, z = -1789.55, vx = 0, vy = 0, vz = -187.469, phi = 0.182421, theta = 1.92764e+06, psi = 0, p = 0.01911, q = 201935, r = 0
Step 638: x = 0, y = 0, z = -1795.17, vx = 0, vy = 0, vz = -187.763, phi = 0.182994, theta = 1.9337e+06, psi = 0, p = 0.01914, q = 202252, r = 0
Step 639: x = 0, y = 0, z = -1800.81, vx = 0, vy = 0, vz = -188.058, phi = 0.183569, theta = 1.93977e+06, psi = 0, p = 0.01917, q = 202569, r = 0
Step 640: x = 0, y = 0, z = -1806.45, vx = 0, vy = 0, vz = -188.352, phi = 0.184144, theta = 1.94585e+06, psi = 0, p = 0.0192, q = 202886, r = 0
Step 641: x = 0, y = 0, z = -1812.1, vx = 0, vy = 0, vz = -188.646, phi = 0.18472, theta = 1.95194e+06, psi = 0, p = 0.01923, q = 203203, r = 0
Step 642: x = 0, y = 0, z = -1817.77, vx = 0, vy = 0, vz = -188.941, phi = 0.185297, theta = 1.95804e+06, psi = 0, p = 0.01926, q = 203520, r = 0
Step 643: x = 0, y = 0, z = -1823.44, vx = 0, vy = 0, vz = -189.235, phi = 0.185875, theta = 1.96414e+06, psi = 0, p = 0.01929, q = 203837, r = 0
Step 644: x = 0, y = 0, z = -1829.11, vx = 0, vy = 0, vz = -189.529, phi = 0.186454, theta = 1.97026e+06, psi = 0, p = 0.01932, q = 204154, r = 0
Step 645: x = 0, y = 0, z = -1834.8, vx = 0, vy = 0, vz = -189.823, phi = 0.187034, theta = 1.97639e+06, psi = 0, p = 0.01935, q = 204471, r = 0
Step 646: x = 0, y = 0, z = -1840.5, vx = 0, vy = 0, vz = -190.118, phi = 0.187615, theta = 1.98252e+06, psi = 0, p = 0.01938, q = 204788, r = 0
Step 647: x = 0, y = 0, z = -1846.2, vx = 0, vy = 0, vz = -190.412, phi = 0.188196, theta = 1.98867e+06, psi = 0, p = 0.01941, q = 205105, r = 0
Step 648: x = 0, y = 0, z = -1851.92, vx = 0, vy = 0, vz = -190.706, phi = 0.188779, theta = 1.99482e+06, psi = 0, p = 0.01944, q = 205422, r = 0
Step 649: x = 0, y = 0, z = -1857.64, vx = 0, vy = 0, vz = -191.001, phi = 0.189362, theta = 2.00099e+06, psi = 0, p = 0.01947, q = 205739, r = 0
Step 650: x = 0, y = 0, z = -1863.37, vx = 0, vy = 0, vz = -191.295, phi = 0.189946, theta = 2.00716e+06, psi = 0, p = 0.0195, q = 206057, r = 0
Step 651: x = 0, y = 0, z = -1869.11, vx = 0, vy = 0, vz = -191.589, phi = 0.190531, theta = 2.01335e+06, psi = 0, p = 0.01953, q = 206374, r = 0
Step 652: x = 0, y = 0, z = -1874.86, vx = 0, vy = 0, vz = -191.884, phi = 0.191117, theta = 2.01954e+06, psi = 0, p = 0.01956, q = 206691, r = 0
Step 653: x = 0, y = 0, z = -1880.62, vx = 0, vy = 0, vz = -192.178, phi = 0.191704, theta = 2.02574e+06, psi = 0, p = 0.01959, q = 207008, r = 0
Step 654: x = 0, y = 0, z = -1886.39, vx = 0, vy = 0, vz = -192.472, phi = 0.192292, theta = 2.03195e+06, psi = 0, p = 0.01962, q = 207325, r = 0
Step 655: x = 0, y = 0, z = -1892.16, vx = 0, vy = 0, vz = -192.766, phi = 0.192881, theta = 2.03817e+06, psi = 0, p = 0.01965, q = 207642, r = 0
Step 656: x = 0, y = 0, z = -1897.95, vx = 0, vy = 0, vz = -193.061, phi = 0.193471, theta = 2.04441e+06, psi = 0, p = 0.01968, q = 207959, r = 0
Step 657: x = 0, y = 0, z = -1903.74, vx = 0, vy = 0, vz = -193.355, phi = 0.194061, theta = 2.05065e+06, psi = 0, p = 0.01971, q = 208276, r = 0
Step 658: x = 0, y = 0, z = -1909.54, vx = 0, vy = 0, vz = -193.649, phi = 0.194653, theta = 2.0569e+06, psi = 0, p = 0.01974, q = 208593, r = 0
Step 659: x = 0, y = 0, z = -1915.36, vx = 0, vy = 0, vz = -193.944, phi = 0.195245, theta = 2.06316e+06, psi = 0, p = 0.01977, q = 208910, r = 0
Step 660: x = 0, y = 0, z = -1921.18, vx = 0, vy = 0, vz = -194.238, phi = 0.195838, theta = 2.06943e+06, psi = 0, p = 0.0198, q = 209227, r = 0
Step 661: x = 0, y = 0, z = -1927, vx = 0, vy = 0, vz = -194.532, phi = 0.196433, theta = 2.0757e+06, psi = 0, p = 0.01983, q = 209544, r = 0
Step 662: x = 0, y = 0, z = -1932.84, vx = 0, vy = 0, vz = -194.827, phi = 0.197028, theta = 2.08199e+06, psi = 0, p = 0.01986, q = 209861, r = 0
Step 663: x = 0, y = 0, z = -1938.69, vx = 0, vy = 0, vz = -195.121, phi = 0.197624, theta = 2.08829e+06, psi = 0, p = 0.01989, q = 210178, r = 0
Step 664: x = 0, y = 0, z = -1944.54, vx = 0, vy = 0, vz = -195.415, phi = 0.198221, theta = 2.0946e+06, psi = 0, p = 0.01992, q = 210495, r = 0
Step 665: x = 0, y = 0, z = -1950.41, vx = 0, vy = 0, vz = -195.709, phi = 0.198818, theta = 2.10091e+06, psi = 0, p = 0.01995, q = 210812, r = 0
Step 666: x = 0, y = 0, z = -1956.28, vx = 0, vy = 0, vz = -196.004, phi = 0.199417, theta = 2.10724e+06, psi = 0, p = 0.01998, q = 211129, r = 0
Step 667: x = 0, y = 0, z = -1962.16, vx = 0, vy = 0, vz = -196.298, phi = 0.200017, theta = 2.11358e+06, psi = 0, p = 0.02001, q = 211446, r = 0
Step 668: x = 0, y = 0, z = -1968.05, vx = 0, vy = 0, vz = -196.592, phi = 0.200617, theta = 2.11992e+06, psi = 0, p = 0.02004, q = 211763, r = 0
Step 669: x = 0, y = 0, z = -1973.95, vx = 0, vy = 0, vz = -196.887, phi = 0.201218, theta = 2.12628e+06, psi = 0, p = 0.02007, q = 212080, r = 0
Step 670: x = 0, y = 0, z = -1979.86, vx = 0, vy = 0, vz = -197.181, phi = 0.201821, theta = 2.13264e+06, psi = 0, p = 0.0201, q = 212397, r = 0
Step 671: x = 0, y = 0, z = -1985.78, vx = 0, vy = 0, vz = -197.475, phi = 0.202424, theta = 2.13901e+06, psi = 0, p = 0.02013, q = 212714, r = 0
Step 672: x = 0, y = 0, z = -1991.7, vx = 0, vy = 0, vz = -197.77, phi = 0.203028, theta = 2.1454e+06, psi = 0, p = 0.02016, q = 213031, r = 0
Step 673: x = 0, y = 0, z = -1997.64, vx = 0, vy = 0, vz = -198.064, phi = 0.203633, theta = 2.15179e+06, psi = 0, p = 0.02019, q = 213348, r = 0
Step 674: x = 0, y = 0, z = -2003.58, vx = 0, vy = 0, vz = -198.358, phi = 0.204239, theta = 2.15819e+06, psi = 0, p = 0.02022, q = 213665, r = 0
Step 675: x = 0, y = 0, z = -2009.54, vx = 0, vy = 0, vz = -198.652, phi = 0.204846, theta = 2.1646e+06, psi = 0, p = 0.02025, q = 213982, r = 0
Step 676: x = 0, y = 0, z = -2015.5, vx = 0, vy = 0, vz = -198.947, phi = 0.205453, theta = 2.17103e+06, psi = 0, p = 0.02028, q = 214299, r = 0
Step 677: x = 0, y = 0, z = -2021.47, vx = 0, vy = 0, vz = -199.241, phi = 0.206062, theta = 2.17746e+06, psi = 0, p = 0.02031, q = 214616, r = 0
Step 678: x = 0, y = 0, z = -2027.45, vx = 0, vy = 0, vz = -199.535, phi = 0.206671, theta = 2.1839e+06, psi = 0, p = 0.02034, q = 214933, r = 0
Step 679: x = 0, y = 0, z = -2033.43, vx = 0, vy = 0, vz = -199.83, phi = 0.207282, theta = 2.19035e+06, psi = 0, p = 0.02037, q = 215250, r = 0
Step 680: x = 0, y = 0, z = -2039.43, vx = 0, vy = 0, vz = -200.124, phi = 0.207893, theta = 2.19681e+06, psi = 0, p = 0.0204, q = 215567, r = 0
Step 681: x = 0, y = 0, z = -2045.44, vx = 0, vy = 0, vz = -200.418, phi = 0.208505, theta = 2.20327e+06, psi = 0, p = 0.02043, q = 215884, r = 0
Step 682: x = 0, y = 0, z = -2051.45, vx = 0, vy = 0, vz = -200.713, phi = 0.209118, theta = 2.20975e+06, psi = 0, p = 0.02046, q = 216201, r = 0
Step 683: x = 0, y = 0, z = -2057.47, vx = 0, vy = 0, vz = -201.007, phi = 0.209732, theta = 2.21624e+06, psi = 0, p = 0.02049, q = 216518, r = 0
Step 684: x = 0, y = 0, z = -2063.51, vx = 0, vy = 0, vz = -201.301, phi = 0.210347, theta = 2.22274e+06, psi = 0, p = 0.02052, q = 216835, r = 0
Step 685: x = 0, y = 0, z = -2069.55, vx = 0, vy = 0, vz = -201.595, phi = 0.210963, theta = 2.22924e+06, psi = 0, p = 0.02055, q = 217152, r = 0
Step 686: x = 0, y = 0, z = -2075.6, vx = 0, vy = 0, vz = -201.89, phi = 0.21158, theta = 2.23576e+06, psi = 0, p = 0.02058, q = 217469, r = 0
Step 687: x = 0, y = 0, z = -2081.65, vx = 0, vy = 0, vz = -202.184, phi = 0.212197, theta = 2.24229e+06, psi = 0, p = 0.02061, q = 217786, r = 0
Step 688: x = 0, y = 0, z = -2087.72, vx = 0, vy = 0, vz = -202.478, phi = 0.212816, theta = 2.24882e+06, psi = 0, p = 0.02064, q = 218103, r = 0
Step 689: x = 0, y = 0, z = -2093.8, vx = 0, vy = 0, vz = -202.773, phi = 0.213435, theta = 2.25537e+06, psi = 0, p = 0.02067, q = 218420, r = 0
Step 690: x = 0, y = 0, z = -2099.88, vx = 0, vy = 0, vz = -203.067, phi = 0.214055, theta = 2.26192e+06, psi = 0, p = 0.0207, q = 218737, r = 0
Step 691: x = 0, y = 0, z = -2105.98, vx = 0, vy = 0, vz = -203.361, phi = 0.214676, theta = 2.26849e+06, psi = 0, p = 0.02073, q = 219054, r = 0
Step 692: x = 0, y = 0, z = -2112.08, vx = 0, vy = 0, vz = -203.656, phi = 0.215298, theta = 2.27506e+06, psi = 0, p = 0.02076, q = 219371, r = 0
Step 693: x = 0, y = 0, z = -2118.19, vx = 0, vy = 0, vz = -203.95, phi = 0.215921, theta = 2.28164e+06, psi = 0, p = 0.02079, q = 219688, r = 0
Step 694: x = 0, y = 0, z = -2124.31, vx = 0, vy = 0, vz = -204.244, phi = 0.216545, theta = 2.28823e+06, psi = 0, p = 0.02082, q = 220005, r = 0
Step 695: x = 0, y = 0, z = -2130.44, vx = 0, vy = 0, vz = -204.538, phi = 0.21717, theta = 2.29484e+06, psi = 0, p = 0.02085, q = 220322, r = 0
Step 696: x = 0, y = 0, z = -2136.58, vx = 0, vy = 0, vz = -204.833, phi = 0.217796, theta = 2.30145e+06, psi = 0, p = 0.02088, q = 220639, r = 0
Step 697: x = 0, y = 0, z = -2142.72, vx = 0, vy = 0, vz = -205.127, phi = 0.218422, theta = 2.30807e+06, psi = 0, p = 0.02091, q = 220956, r = 0
Step 698: x = 0, y = 0, z = -2148.88, vx = 0, vy = 0, vz = -205.421, phi = 0.21905, theta = 2.3147e+06, psi = 0, p = 0.02094, q = 221273, r = 0
Step 699: x = 0, y = 0, z = -2155.04, vx = 0, vy = 0, vz = -205.716, phi = 0.219678, theta = 2.32134e+06, psi = 0, p = 0.02097, q = 221590, r = 0
Step 700: x = 0, y = 0, z = -2161.22, vx = 0, vy = 0, vz = -206.01, phi = 0.220307, theta = 2.32799e+06, psi = 0, p = 0.021, q = 221907, r = 0
Step 701: x = 0, y = 0, z = -2167.4, vx = 0, vy = 0, vz = -206.304, phi = 0.220938, theta = 2.33465e+06, psi = 0, p = 0.02103, q = 222224, r = 0
Step 702: x = 0, y = 0, z = -2173.59, vx = 0, vy = 0, vz = -206.599, phi = 0.221569, theta = 2.34132e+06, psi = 0, p = 0.02106, q = 222541, r = 0
Step 703: x = 0, y = 0, z = -2179.79, vx = 0, vy = 0, vz = -206.893, phi = 0.222201, theta = 2.348e+06, psi = 0, p = 0.02109, q = 222858, r = 0
Step 704: x = 0, y = 0, z = -2186, vx = 0, vy = 0, vz = -207.187, phi = 0.222834, theta = 2.35468e+06, psi = 0, p = 0.02112, q = 223175, r = 0
Step 705: x = 0, y = 0, z = -2192.21, vx = 0, vy = 0, vz = -207.481, phi = 0.223467, theta = 2.36138e+06, psi = 0, p = 0.02115, q = 223492, r = 0
Step 706: x = 0, y = 0, z = -2198.44, vx = 0, vy = 0, vz = -207.776, phi = 0.224102, theta = 2.36809e+06, psi = 0, p = 0.02118, q = 223809, r = 0
Step 707: x = 0, y = 0, z = -2204.68, vx = 0, vy = 0, vz = -208.07, phi = 0.224738, theta = 2.3748e+06, psi = 0, p = 0.02121, q = 224126, r = 0
Step 708: x = 0, y = 0, z = -2210.92, vx = 0, vy = 0, vz = -208.364, phi = 0.225374, theta = 2.38153e+06, psi = 0, p = 0.02124, q = 224443, r = 0
Step 709: x = 0, y = 0, z = -2217.17, vx = 0, vy = 0, vz = -208.659, phi = 0.226011, theta = 2.38826e+06, psi = 0, p = 0.02127, q = 224760, r = 0
Step 710: x = 0, y = 0, z = -2223.43, vx = 0, vy = 0, vz = -208.953, phi = 0.22665, theta = 2.39501e+06, psi = 0, p = 0.0213, q = 225077, r = 0
Step 711: x = 0, y = 0, z = -2229.7, vx = 0, vy = 0, vz = -209.247, phi = 0.227289, theta = 2.40176e+06, psi = 0, p = 0.02133, q = 225394, r = 0
Step 712: x = 0, y = 0, z = -2235.98, vx = 0, vy = 0, vz = -209.542, phi = 0.227929, theta = 2.40853e+06, psi = 0, p = 0.02136, q = 225711, r = 0
Step 713: x = 0, y = 0, z = -2242.27, vx = 0, vy = 0, vz = -209.836, phi = 0.22857, theta = 2.4153e+06, psi = 0, p = 0.02139, q = 226028, r = 0
Step 714: x = 0, y = 0, z = -2248.57, vx = 0, vy = 0, vz = -210.13, phi = 0.229212, theta = 2.42208e+06, psi = 0, p = 0.02142, q = 226345, r = 0
Step 715: x = 0, y = 0, z = -2254.87, vx = 0, vy = 0, vz = -210.424, phi = 0.229855, theta = 2.42887e+06, psi = 0, p = 0.02145, q = 226662, r = 0
Step 716: x = 0, y = 0, z = -2261.19, vx = 0, vy = 0, vz = -210.719, phi = 0.230498, theta = 2.43568e+06, psi = 0, p = 0.02148, q = 226979, r = 0
Step 717: x = 0, y = 0, z = -2267.51, vx = 0, vy = 0, vz = -211.013, phi = 0.231143, theta = 2.44249e+06, psi = 0, p = 0.02151, q = 227296, r = 0
Step 718: x = 0, y = 0, z = -2273.84, vx = 0, vy = 0, vz = -211.307, phi = 0.231788, theta = 2.44931e+06, psi = 0, p = 0.02154, q = 227613, r = 0
Step 719: x = 0, y = 0, z = -2280.18, vx = 0, vy = 0, vz = -211.602, phi = 0.232435, theta = 2.45614e+06, psi = 0, p = 0.02157, q = 227930, r = 0
Step 720: x = 0, y = 0, z = -2286.53, vx = 0, vy = 0, vz = -211.896, phi = 0.233082, theta = 2.46298e+06, psi = 0, p = 0.0216, q = 228247, r = 0
Step 721: x = 0, y = 0, z = -2292.89, vx = 0, vy = 0, vz = -212.19, phi = 0.23373, theta = 2.46983e+06, psi = 0, p = 0.02163, q = 228564, r = 0
Step 722: x = 0, y = 0, z = -2299.26, vx = 0, vy = 0, vz = -212.485, phi = 0.234379, theta = 2.47669e+06, psi = 0, p = 0.02166, q = 228881, r = 0
Step 723: x = 0, y = 0, z = -2305.64, vx = 0, vy = 0, vz = -212.779, phi = 0.235029, theta = 2.48355e+06, psi = 0, p = 0.02169, q = 229198, r = 0
Step 724: x = 0, y = 0, z = -2312.02, vx = 0, vy = 0, vz = -213.073, phi = 0.23568, theta = 2.49043e+06, psi = 0, p = 0.02172, q = 229515, r = 0
Step 725: x = 0, y = 0, z = -2318.42, vx = 0, vy = 0, vz = -213.367, phi = 0.236332, theta = 2.49732e+06, psi = 0, p = 0.02175, q = 229832, r = 0
Step 726: x = 0, y = 0, z = -2324.82, vx = 0, vy = 0, vz = -213.662, phi = 0.236985, theta = 2.50422e+06, psi = 0, p = 0.02178, q = 230149, r = 0
Step 727: x = 0, y = 0, z = -2331.23, vx = 0, vy = 0, vz = -213.956, phi = 0.237638, theta = 2.51112e+06, psi = 0, p = 0.02181, q = 230466, r = 0
Step 728: x = 0, y = 0, z = -2337.65, vx = 0, vy = 0, vz = -214.25, phi = 0.238293, theta = 2.51804e+06, psi = 0, p = 0.02184, q = 230783, r = 0
Step 729: x = 0, y = 0, z = -2344.08, vx = 0, vy = 0, vz = -214.545, phi = 0.238948, theta = 2.52496e+06, psi = 0, p = 0.02187, q = 231100, r = 0
Step 730: x = 0, y = 0, z = -2350.52, vx = 0, vy = 0, vz = -214.839, phi = 0.239604, theta = 2.5319e+06, psi = 0, p = 0.0219, q = 231417, r = 0
Step 731: x = 0, y = 0, z = -2356.96, vx = 0, vy = 0, vz = -215.133, phi = 0.240261, theta = 2.53884e+06, psi = 0, p = 0.02193, q = 231734, r = 0
Step 732: x = 0, y = 0, z = -2363.42, vx = 0, vy = 0, vz = -215.428, phi = 0.240919, theta = 2.5458e+06, psi = 0, p = 0.02196, q = 232051, r = 0
Step 733: x = 0, y = 0, z = -2369.88, vx = 0, vy = 0, vz = -215.722, phi = 0.241578, theta = 2.55276e+06, psi = 0, p = 0.02199, q = 232368, r = 0
Step 734: x = 0, y = 0, z = -2376.36, vx = 0, vy = 0, vz = -216.016, phi = 0.242238, theta = 2.55973e+06, psi = 0, p = 0.02202, q = 232685, r = 0
Step 735: x = 0, y = 0, z = -2382.84, vx = 0, vy = 0, vz = -216.31, phi = 0.242899, theta = 2.56672e+06, psi = 0, p = 0.02205, q = 233002, r = 0
Step 736: x = 0, y = 0, z = -2389.33, vx = 0, vy = 0, vz = -216.605, phi = 0.243561, theta = 2.57371e+06, psi = 0, p = 0.02208, q = 233319, r = 0
Step 737: x = 0, y = 0, z = -2395.83, vx = 0, vy = 0, vz = -216.899, phi = 0.244223, theta = 2.58071e+06, psi = 0, p = 0.02211, q = 233636, r = 0
Step 738: x = 0, y = 0, z = -2402.34, vx = 0, vy = 0, vz = -217.193, phi = 0.244887, theta = 2.58772e+06, psi = 0, p = 0.02214, q = 233953, r = 0
Step 739: x = 0, y = 0, z = -2408.86, vx = 0, vy = 0, vz = -217.488, phi = 0.245551, theta = 2.59474e+06, psi = 0, p = 0.02217, q = 234270, r = 0
Step 740: x = 0, y = 0, z = -2415.38, vx = 0, vy = 0, vz = -217.782, phi = 0.246216, theta = 2.60177e+06, psi = 0, p = 0.0222, q = 234587, r = 0
Step 741: x = 0, y = 0, z = -2421.92, vx = 0, vy = 0, vz = -218.076, phi = 0.246883, theta = 2.60881e+06, psi = 0, p = 0.02223, q = 234904, r = 0
Step 742: x = 0, y = 0, z = -2428.46, vx = 0, vy = 0, vz = -218.371, phi = 0.24755, theta = 2.61586e+06, psi = 0, p = 0.02226, q = 235221, r = 0
Step 743: x = 0, y = 0, z = -2435.02, vx = 0, vy = 0, vz = -218.665, phi = 0.248218, theta = 2.62292e+06, psi = 0, p = 0.02229, q = 235538, r = 0
Step 744: x = 0, y = 0, z = -2441.58, vx = 0, vy = 0, vz = -218.959, phi = 0.248887, theta = 2.62998e+06, psi = 0, p = 0.02232, q = 235855, r = 0
Step 745: x = 0, y = 0, z = -2448.15, vx = 0, vy = 0, vz = -219.253, phi = 0.249556, theta = 2.63706e+06, psi = 0, p = 0.02235, q = 236172, r = 0
Step 746: x = 0, y = 0, z = -2454.73, vx = 0, vy = 0, vz = -219.548, phi = 0.250227, theta = 2.64415e+06, psi = 0, p = 0.02238, q = 236489, r = 0
Step 747: x = 0, y = 0, z = -2461.32, vx = 0, vy = 0, vz = -219.842, phi = 0.250899, theta = 2.65125e+06, psi = 0, p = 0.02241, q = 236806, r = 0
Step 748: x = 0, y = 0, z = -2467.91, vx = 0, vy = 0, vz = -220.136, phi = 0.251571, theta = 2.65835e+06, psi = 0, p = 0.02244, q = 237123, r = 0
Step 749: x = 0, y = 0, z = -2474.52, vx = 0, vy = 0, vz = -220.431, phi = 0.252244, theta = 2.66547e+06, psi = 0, p = 0.02247, q = 237440, r = 0
Step 750: x = 0, y = 0, z = -2481.13, vx = 0, vy = 0, vz = -220.725, phi = 0.252919, theta = 2.67259e+06, psi = 0, p = 0.0225, q = 237758, r = 0
Step 751: x = 0, y = 0, z = -2487.76, vx = 0, vy = 0, vz = -221.019, phi = 0.253594, theta = 2.67973e+06, psi = 0, p = 0.02253, q = 238075, r = 0
Step 752: x = 0, y = 0, z = -2494.39, vx = 0, vy = 0, vz = -221.314, phi = 0.25427, theta = 2.68687e+06, psi = 0, p = 0.02256, q = 238392, r = 0
Step 753: x = 0, y = 0, z = -2501.03, vx = 0, vy = 0, vz = -221.608, phi = 0.254947, theta = 2.69402e+06, psi = 0, p = 0.02259, q = 238709, r = 0
Step 754: x = 0, y = 0, z = -2507.68, vx = 0, vy = 0, vz = -221.902, phi = 0.255625, theta = 2.70119e+06, psi = 0, p = 0.02262, q = 239026, r = 0
Step 755: x = 0, y = 0, z = -2514.34, vx = 0, vy = 0, vz = -222.196, phi = 0.256304, theta = 2.70836e+06, psi = 0, p = 0.02265, q = 239343, r = 0
Step 756: x = 0, y = 0, z = -2521.01, vx = 0, vy = 0, vz = -222.491, phi = 0.256983, theta = 2.71554e+06, psi = 0, p = 0.02268, q = 239660, r = 0
Step 757: x = 0, y = 0, z = -2527.68, vx = 0, vy = 0, vz = -222.785, phi = 0.257664, theta = 2.72273e+06, psi = 0, p = 0.02271, q = 239977, r = 0
Step 758: x = 0, y = 0, z = -2534.37, vx = 0, vy = 0, vz = -223.079, phi = 0.258345, theta = 2.72994e+06, psi = 0, p = 0.02274, q = 240294, r = 0
Step 759: x = 0, y = 0, z = -2541.06, vx = 0, vy = 0, vz = -223.374, phi = 0.259028, theta = 2.73715e+06, psi = 0, p = 0.02277, q = 240611, r = 0
Step 760: x = 0, y = 0, z = -2547.76, vx = 0, vy = 0, vz = -223.668, phi = 0.259711, theta = 2.74437e+06, psi = 0, p = 0.0228, q = 240928, r = 0
Step 761: x = 0, y = 0, z = -2554.48, vx = 0, vy = 0, vz = -223.962, phi = 0.260395, theta = 2.7516e+06, psi = 0, p = 0.02283, q = 241245, r = 0
Step 762: x = 0, y = 0, z = -2561.2, vx = 0, vy = 0, vz = -224.257, phi = 0.26108, theta = 2.75884e+06, psi = 0, p = 0.02286, q = 241562, r = 0
Step 763: x = 0, y = 0, z = -2567.93, vx = 0, vy = 0, vz = -224.551, phi = 0.261766, theta = 2.76608e+06, psi = 0, p = 0.02289, q = 241879, r = 0
Step 764: x = 0, y = 0, z = -2574.66, vx = 0, vy = 0, vz = -224.845, phi = 0.262453, theta = 2.77334e+06, psi = 0, p = 0.02292, q = 242196, r = 0
Step 765: x = 0, y = 0, z = -2581.41, vx = 0, vy = 0, vz = -225.139, phi = 0.263141, theta = 2.78061e+06, psi = 0, p = 0.02295, q = 242513, r = 0
Step 766: x = 0, y = 0, z = -2588.17, vx = 0, vy = 0, vz = -225.434, phi = 0.26383, theta = 2.78789e+06, psi = 0, p = 0.02298, q = 242830, r = 0
Step 767: x = 0, y = 0, z = -2594.93, vx = 0, vy = 0, vz = -225.728, phi = 0.264519, theta = 2.79517e+06, psi = 0, p = 0.02301, q = 243147, r = 0
Step 768: x = 0, y = 0, z = -2601.71, vx = 0, vy = 0, vz = -226.022, phi = 0.26521, theta = 2.80247e+06, psi = 0, p = 0.02304, q = 243464, r = 0
Step 769: x = 0, y = 0, z = -2608.49, vx = 0, vy = 0, vz = -226.317, phi = 0.265901, theta = 2.80978e+06, psi = 0, p = 0.02307, q = 243781, r = 0
Step 770: x = 0, y = 0, z = -2615.28, vx = 0, vy = 0, vz = -226.611, phi = 0.266593, theta = 2.81709e+06, psi = 0, p = 0.0231, q = 244098, r = 0
Step 771: x = 0, y = 0, z = -2622.08, vx = 0, vy = 0, vz = -226.905, phi = 0.267286, theta = 2.82442e+06, psi = 0, p = 0.02313, q = 244415, r = 0
Step 772: x = 0, y = 0, z = -2628.89, vx = 0, vy = 0, vz = -227.2, phi = 0.26798, theta = 2.83175e+06, psi = 0, p = 0.02316, q = 244732, r = 0
Step 773: x = 0, y = 0, z = -2635.71, vx = 0, vy = 0, vz = -227.494, phi = 0.268675, theta = 2.83909e+06, psi = 0, p = 0.02319, q = 245049, r = 0
Step 774: x = 0, y = 0, z = -2642.53, vx = 0, vy = 0, vz = -227.788, phi = 0.269371, theta = 2.84645e+06, psi = 0, p = 0.02322, q = 245366, r = 0
Step 775: x = 0, y = 0, z = -2649.37, vx = 0, vy = 0, vz = -228.082, phi = 0.270068, theta = 2.85381e+06, psi = 0, p = 0.02325, q = 245683, r = 0
Step 776: x = 0, y = 0, z = -2656.21, vx = 0, vy = 0, vz = -228.377, phi = 0.270766, theta = 2.86118e+06, psi = 0, p = 0.02328, q = 246000, r = 0
Step 777: x = 0, y = 0, z = -2663.07, vx = 0, vy = 0, vz = -228.671, phi = 0.271464, theta = 2.86856e+06, psi = 0, p = 0.02331, q = 246317, r = 0
Step 778: x = 0, y = 0, z = -2669.93, vx = 0, vy = 0, vz = -228.965, phi = 0.272164, theta = 2.87596e+06, psi = 0, p = 0.02334, q = 246634, r = 0
Step 779: x = 0, y = 0, z = -2676.8, vx = 0, vy = 0, vz = -229.26, phi = 0.272864, theta = 2.88336e+06, psi = 0, p = 0.02337, q = 246951, r = 0
Step 780: x = 0, y = 0, z = -2683.68, vx = 0, vy = 0, vz = -229.554, phi = 0.273565, theta = 2.89077e+06, psi = 0, p = 0.0234, q = 247268, r = 0
Step 781: x = 0, y = 0, z = -2690.57, vx = 0, vy = 0, vz = -229.848, phi = 0.274268, theta = 2.89819e+06, psi = 0, p = 0.02343, q = 247585, r = 0
Step 782: x = 0, y = 0, z = -2697.46, vx = 0, vy = 0, vz = -230.143, phi = 0.274971, theta = 2.90562e+06, psi = 0, p = 0.02346, q = 247902, r = 0
Step 783: x = 0, y = 0, z = -2704.37, vx = 0, vy = 0, vz = -230.437, phi = 0.275675, theta = 2.91305e+06, psi = 0, p = 0.02349, q = 248219, r = 0
Step 784: x = 0, y = 0, z = -2711.28, vx = 0, vy = 0, vz = -230.731, phi = 0.27638, theta = 2.9205e+06, psi = 0, p = 0.02352, q = 248536, r = 0
Step 785: x = 0, y = 0, z = -2718.21, vx = 0, vy = 0, vz = -231.025, phi = 0.277085, theta = 2.92796e+06, psi = 0, p = 0.02355, q = 248853, r = 0
Step 786: x = 0, y = 0, z = -2725.14, vx = 0, vy = 0, vz = -231.32, phi = 0.277792, theta = 2.93543e+06, psi = 0, p = 0.02358, q = 249170, r = 0
Step 787: x = 0, y = 0, z = -2732.08, vx = 0, vy = 0, vz = -231.614, phi = 0.2785, theta = 2.94291e+06, psi = 0, p = 0.02361, q = 249487, r = 0
Step 788: x = 0, y = 0, z = -2739.03, vx = 0, vy = 0, vz = -231.908, phi = 0.279208, theta = 2.95039e+06, psi = 0, p = 0.02364, q = 249804, r = 0
Step 789: x = 0, y = 0, z = -2745.99, vx = 0, vy = 0, vz = -232.203, phi = 0.279917, theta = 2.95789e+06, psi = 0, p = 0.02367, q = 250121, r = 0
